chr,loc,cms_score,gene_name
2,192445508,3.62812,NABP1
19,1941969,3.62812,"ABHD17A,ADAT3,BTBD2,CSNK1G2,CSNK1G2-AS1,KLF16,MKNK2,REXO1,SCAMP4"
18,61233135,3.62812,"SERPINB12,SERPINB13,SERPINB3,SERPINB4,SERPINB5"
17,1658296,3.62812,"MIR22,MIR22HG,PRPF8,RPA1,SERPINF1,SERPINF2,SMYD4,TLCD2,WDR81"
13,86257108,3.62812,
1,218202200,3.62812,LINC01653
1,171899255,3.62812,"DNM3,DNM3-IT1"
1,159576814,3.62812,"APCS,OR10J5"
7,36593993,3.62694,"AOAH,AOAH-IT1"
6,45583943,3.62694,RUNX2
10,127254216,3.62694,"TEX36,TEX36-AS1"
7,36262612,3.62642,EEPD1
10,120994664,3.62203,"FAM45A,FAM45BP,GRK5,PRDX3,SFXN4"
18,54683338,3.62158,"LINC-ROR,WDR7"
8,27166245,3.62078,"PTK2B,STMN4,TRIM35"
22,16626992,3.62078,
14,92787203,3.62078,SLC24A4
20,59394915,3.61718,
15,100050171,3.6171,MEF2A
9,5779191,3.61442,"ERMP1,RIC1"
9,134689741,3.61442,"MED27,RAPGEF1"
3,85305830,3.61442,CADM2
20,61581372,3.61442,"BHLHE23,DIDO1,GID8,LINC00029,LINC01056,LINC01749,SLC17A9,SNORA117,TCFL5"
2,38241811,3.61442,"CYP1B1,RMDN2,RMDN2-AS1"
2,2683802,3.61442,
11,24987244,3.61442,LUZP2
10,75563600,3.61442,"BMS1P4,CAMK2G,CHCHD1,FUT11,GLUD1P3,NDST2,SEC24C,ZSWIM8,ZSWIM8-AS1"
18,18655751,3.61397,ROCK1
11,21635295,3.61397,NELL1
5,83482308,3.61393,EDIL3
4,8493134,3.61321,"ACOX3,GPR78,TRMT44"
9,31315236,3.61099,LINC01243
3,75111091,3.61099,
18,59605641,3.61099,RNF152
18,55130376,3.61099,"FECH,ONECUT2,ST8SIA3"
17,71139060,3.61099,"C17orf80,COG1,FAM104A,SLC39A11,SSTR2"
12,59574314,3.61099,
2,114328515,3.60996,"CBWD2,DDX11L2,FAM138B,FOXD4L1,MIR1302-3,PGM5P3-AS1,PGM5P4,PGM5P4-AS1,RABL2A,RPL23AP7,WASH2P"
6,170803736,3.60942,"FAM120B,PDCD2,PSMB1,TBP"
2,112707483,3.60942,"ANAPC1,MERTK"
19,15298270,3.60858,"BRD4,EPHX3,ILVBL,MIR6795,NOTCH3,OR1I1,SYDE1"
16,14458346,3.60858,"LINC02130,MIR193B,MIR193BHG,MIR365A,MRTFB,PARN"
10,127989766,3.60858,ADAM12
17,10219774,3.60764,"MYH13,MYH8,MYHAS"
6,143039721,3.60359,"HIVEP2,LOC153910"
5,163825308,3.60359,"LINC02143,LOC102546299"
10,89579697,3.60359,"ATAD1,CFL1P1,KLLN,PAPSS2,PTEN"
6,77223316,3.6035,LINC02540
3,116565309,3.6035,"LINC00901,MIR4447"
22,40101625,3.6035,"CACNA1I,ENTHD1"
14,72659980,3.6035,RGS6
11,72755020,3.6035,FCHSD2
1,85632614,3.6035,"BCL10,C1orf52,MIR4423,SYDE2,WDR63"
7,2227510,3.60302,"MAD1L1,MIR6836,MRM2,NUDT1,SNORA114,SNX8"
4,81113312,3.60302,"FGF5,PRDM8"
3,73558508,3.60302,"LOC101927296,PDZRN3"
16,56212715,3.60302,"DKFZP434H168,GNAO1,LOC283856,MIR3935"
13,93025765,3.60302,"GPC5,GPC5-AS2"
10,10167107,3.60302,LOC101928298
7,73003838,3.59752,"BAZ1B,BCL7B,BUD23,DNAJC30,MLXIPL,TBL2,VPS37D"
17,65140328,3.59752,"CACNG1,HELZ"
9,124124514,3.59601,"GGTA1P,GSN,GSN-AS1,STOM"
8,55392853,3.59601,SOX17
14,34333614,3.59601,"EGLN3,NPAS3"
14,31975052,3.59339,"DTD2,GPR33,HEATR5A,LOC101927124,NUBPL"
19,50476142,3.59311,"AKT1S1,ATF5,IL4I1,LOC400710,MIR4750,MIR4751,NUP62,SIGLEC11,SIGLEC16,TBC1D17,VRK3,ZNF473"
3,98191845,3.58983,"CLDND1,GPR15,OR5K1,OR5K2,OR5K3"
13,50075139,3.58983,"CAB39L,PHF11,RCBTB1,SETDB2,SETDB2-PHF11"
3,151342245,3.5888,"MIR5186,MIR548H2"
2,89076532,3.58728,"ANKRD36BP2,MIR4436A,RPIA"
18,15075275,3.58728,
5,9168065,3.58665,SEMA5A
9,129663129,3.5849,"RALGPS1,ZBTB34,ZBTB43"
14,83639378,3.5849,
8,114440178,3.58488,CSMD3
2,78526656,3.58279,LOC101927967
9,98168065,3.58007,"FANCC,LOC100507346,PTCH1"
4,94594165,3.58007,GRID2
4,124972844,3.58007,
17,14164528,3.58007,"CDRT15,COX10,HS3ST3B1,MGC12916"
15,87414288,3.58007,"AGBL1,LOC102724452,LOC105370954"
16,50345778,3.57969,"ADCY7,BRD7,LINC02178,MIR6771,TENT4B"
11,98851777,3.57214,CNTN5
13,35717486,3.5706,NBEA
7,110374179,3.56829,IMMP2L
7,105166853,3.56829,"ATXN7L1,EFCAB10,PUS7,RINT1"
4,138814962,3.56829,
2,40429956,3.56829,"SLC8A1,SLC8A1-AS1"
2,107165444,3.56829,"CD8B2,RGPD3"
2,83037880,3.56806,DHFRP3
18,52265804,3.56806,DYNAP
6,148868318,3.56725,SASH1
8,37933611,3.56692,"ASH2L,EIF4EBP1,LSM1,STAR"
2,77554538,3.56467,LRRTM4
11,23990545,3.56467,
17,42341032,3.56456,"ASB16,ASB16-AS1,ATXN7L3,FAM171A2,GRN,MIR6782,RUNDC3A,RUNDC3A-AS1,SLC25A39,SLC4A1,TMUB2,UBTF"
1,62898975,3.56456,"DOCK7,USP1"
3,191656929,3.56301,
3,14426663,3.56152,"LINC01267,SLC6A6"
17,7093466,3.56152,"ACADVL,ASGR1,ASGR2,CLDN7,CTDNEP1,DLG4,DVL2,ELP5,GABARAP,MIR324,PHF23,SLC2A4,YBX2"
12,69387969,3.56152,CPM
11,129594516,3.56152,TMEM45B
1,226666133,3.56152,"PARP1,STUM"
9,107114285,3.56114,LOC105376194
7,42719669,3.56114,LINC01448
7,158958469,3.56114,VIPR2
6,124428762,3.56114,NKAIN2
4,38965275,3.56114,"FAM114A1,KLHL5,MIR574,TMEM156"
11,29650588,3.56114,LINC02546
10,43562108,3.56004,"CSGALNACT2,LINC01264,MIR5100,RET"
8,96536415,3.55788,C8orf37-AS1
13,61013765,3.55788,TDRD3
7,8469575,3.55617,"LOC100505938,NXPH1"
4,1217906,3.55532,"CTBP1,CTBP1-AS,CTBP1-DT,LOC100130872,LOC105374344,MAEA,SPON2"
6,108616114,3.55509,"AFG1L,SNX3"
3,114177157,3.55509,"ZBTB20,ZBTB20-AS1,ZBTB20-AS5"
4,40908670,3.55468,"APBB2,NSUN7"
11,114998601,3.55447,CADM1
1,31408056,3.55447,"PUM1,SDC3,SNORD103A,SNORD103B,SNORD103C"
11,130493791,3.55175,"C11orf44,MIR8052"
3,51769791,3.54661,"GRM2,IQCF3,IQCF4,IQCF6,RAD54L2,TEX264"
20,60770931,3.54642,"HRH3,LSM14B,MTG2,OSBPL2,PSMA7,SS18L1"
19,51871853,3.54642,"C19orf84,CLDND2,ETFB,IGLON5,LIM2,LINC01872,LOC100129083,NKG7,SIGLEC10,SIGLEC8,SIGLECL1,VSIG10L"
3,157400129,3.54637,PQLC2L
6,120518077,3.54347,
5,88667811,3.54347,MEF2C-AS1
3,79046223,3.54347,ROBO1
20,10977614,3.54188,"C20orf187,LOC101929413"
11,110937367,3.53518,LINC02550
15,64436589,3.53362,"CIAO2A,CSNK1G1,DAPK2,PPIB,SNX1,SNX22"
3,5068939,3.53014,"ARL8B,BHLHE40,BHLHE40-AS1"
3,19539128,3.53014,KCNH8
5,152235215,3.52721,LINC01470
10,4265252,3.52718,LINC00702
6,11328825,3.52393,NEDD9
22,30106659,3.5238,"ASCC2,CABP7,NF2,UQCR10,ZMAT5"
7,87948844,3.52337,"SRI,STEAP4"
7,73327717,3.52337,"CLDN4,METTL27,TMEM270"
5,117180677,3.52337,LINC02147
3,143395814,3.52337,SLC9A9
20,453101,3.52337,"CSNK2A1,RBCK1,TBC1D20,TRIB3"
2,154539819,3.52337,
17,17231880,3.52337,"COPS3,FLCN,NT5M"
16,19732455,3.52337,"IQCK,KNOP1,VPS35L"
7,84824585,3.52257,SEMA3D
6,148508098,3.52257,SASH1
5,96499730,3.52257,"LIX1,RIOK2"
5,129177841,3.52257,"CHSY3,MINAR2"
4,8075735,3.52257,"ABLIM2,MIR95"
4,76834158,3.52257,"ART3,CXCL9,LOC101928809,NAAA,PPEF2,SDAD1,USO1"
21,31544603,3.52257,"CLDN17,CLDN8,LINC00307"
2,44839083,3.52257,CAMKMT
2,219149491,3.52257,"AAMP,ARPC2,CATIP,CATIP-AS1,CATIP-AS2,GPBAR1,MIR6513,MIR6810,PNKD,SLC11A1,TMBIM1"
2,120555215,3.52257,"PTPN4,TMEM177"
18,14376750,3.52257,CYP4F35P
14,87708362,3.52257,
14,54814486,3.52257,"CDKN3,CNIH1"
13,72302445,3.52257,DACH1
12,75098241,3.52257,
12,58450400,3.52257,"ATP23,LINC02403"
1,240481886,3.52257,FMN2
1,171543579,3.52257,"MYOC,PRRC2C"
4,142579816,3.51743,IL15
18,28620968,3.51635,"DSC1,DSC2,DSC3,DSCAS"
6,51414548,3.51626,"LOC101927082,PKHD1"
10,127523959,3.51626,"BCCIP,DHX32,EDRF1,EDRF1-AS1,FANK1,MIR4484,MMP21,UROS"
9,89360785,3.5162,
5,140942179,3.5162,"ARAP3,DIAPH1,FCHSD1,HDAC3,LOC100505658,PCDHGA1,PCDHGA10,PCDHGA11,PCDHGA12,PCDHGA2,PCDHGA3,PCDHGA4,PCDHGA5,PCDHGA6,PCDHGA7,PCDHGA8,PCDHGA9,PCDHGB1,PCDHGB2,PCDHGB3,PCDHGB4,PCDHGB5,PCDHGB6,PCDHGB7,PCDHGC3,PCDHGC4,PCDHGC5,RELL2"
20,56782527,3.5162,"ANKRD60,C20orf85,PPP4R1L"
2,216598823,3.51391,"LINC00607,LINC01614"
1,56872357,3.51391,"LINC01767,PLPP3"
15,95154389,3.51211,
7,43848860,3.51204,"BLVRA,COA1,MRPS24,URGCP,URGCP-MRPS24"
2,168196259,3.51204,XIRP2
10,114732882,3.5115,"SNORA87,TCF7L2"
2,180327786,3.50751,ZNF385B
19,23187442,3.50654,"LINC01858,LINC01859,ZNF728"
7,115246545,3.50552,SNORA25B
6,98934908,3.50552,
4,36402886,3.50538,"DTHD1,LINC02505,MIR1255B1"
19,48954421,3.50265,"CYTH2,GRIN2D,GRWD1,KCNJ14,KDELR1,LMTK3,SYNGR4,TMEM143"
7,74007163,3.49531,"GTF2I,GTF2IRD1,LOC101926943"
14,92045326,3.49386,"CATSPERB,PPP4R3A"
2,144032962,3.49098,ARHGAP15
13,34738045,3.49098,
18,23048536,3.48669,
16,77174674,3.48669,"MON1B,SYCE1L"
6,119775697,3.48257,"LOC105377975,LOC285762"
17,74777991,3.48257,"JMJD6,LINC00868,LINC02080,METTL23,MFSD11,MGAT5B,MIR636,MXRA7,SRSF2"
4,41555787,3.48197,LIMCH1
20,49533967,3.48197,"ADNP,ADNP-AS1,BCAS4,DPM1,KCNG1,MOCS3"
14,75613091,3.48197,"ACYP1,MLH3,NEK9,TMED10,ZC2HC1C"
12,2308973,3.48197,"CACNA1C,CACNA1C-AS4,CACNA1C-IT3"
14,73825313,3.4815,"NUMB,PAPLN"
6,106414420,3.47905,
4,31133185,3.47905,"LINC02497,PCDH7"
4,127303936,3.47905,
17,45800299,3.47905,"KPNB1,NPEPPS,OSBPL7,TBKBP1,TBX21"
12,105899060,3.47905,
10,98001826,3.47905,"BLNK,DNTT,ZNF518A"
9,93216517,3.47889,"LINC01501,LINC01508"
9,37826218,3.47889,"DCAF10,EXOSC3,FRMPD1,SHB,SLC25A51,TRMT10B"
9,19157281,3.47889,"DENND4C,HAUS6,PLIN2,SCARNA8"
7,68601711,3.47889,
7,51874588,3.47889,
7,44470848,3.47889,"NPC1L1,NUDCD3"
7,124437821,3.47889,"C7orf77,GPR37,POT1"
6,37395588,3.47889,"CCDC167,CMTR1,LINC02520,RNF8,TBC1D22B"
4,92965048,3.47889,
4,6378955,3.47889,"PPP2R2C,WFS1"
3,165021473,3.47889,LINC01322
2,40905129,3.47889,
2,3521108,3.47889,"ADI1,RNASEH1,RNASEH1-AS1,TRAPPC12"
2,233277118,3.47889,"ALPG,ALPI,ALPP,DIS3L2,ECEL1,ECEL1P2"
18,65880120,3.47889,
18,39862443,3.47889,LINC00907
13,38182489,3.47889,"LINC00547,POSTN,TRPC4"
13,102917291,3.47889,"FGF14,FGF14-IT1"
11,121493724,3.47889,SORL1
10,4024278,3.47889,"LOC101927964,MIR6078"
1,93123928,3.47889,EVI5
1,200349709,3.47889,"LINC00862,ZNF281"
1,185900797,3.47889,HMCN1
5,177553055,3.47797,"FAM153C,GMCL2,HNRNPAB,N4BP3,NHP2,PHYKPL,RMND5B"
12,77820671,3.47649,
21,17469552,3.47269,MIR99AHG
2,158238314,3.47181,"CYTIP,ERMN,GALNT5"
18,19417447,3.47181,"MIB1,MIR1-2,MIR133A1,MIR133A1HG"
11,70200628,3.47181,"CTTN,MIR548K,PPFIA1"
9,110628159,3.47139,
8,73185770,3.47139,LOC392232
8,28581365,3.47139,"EXTL3,EXTL3-AS1,INTS9"
6,70596510,3.47139,"COL19A1,LMBRD1"
4,42717553,3.47139,ATP8A1
21,37495333,3.47139,"CBR1,CBR3,CBR3-AS1,DOP1B,LOC100133286,LOC105369306,SETD4"
20,18989951,3.47139,
2,15228606,3.47139,NBAS
18,26919666,3.47139,
12,28131039,3.47139,PTHLH
12,21586892,3.47139,"GOLT1B,IAPP,PYROXD1,RECQL,SLCO1A2,SPX"
11,58993477,3.47139,"DTX4,FAM111A,FAM111A-DT,FAM111B,MPEG1"
1,113759903,3.47131,"LOC643441,LRIG2"
15,75965169,3.46952,"CSPG4,DNM1P35,IMP3,MIR4313,ODF3L1,PTPN9,SNUPN,SNX33"
5,73190312,3.46593,ARHGEF28
5,152491465,3.46593,
2,201959735,3.46593,"CASP10,CFLAR,CFLAR-AS1,FAM126B,NDUFB3"
2,164973720,3.46593,
14,28010364,3.46593,"LINC00645,LOC728755,MIR3171"
12,974022,3.46593,"RAD52,WNK1"
12,108208236,3.46593,"ASCL4,LOC101929162,LOC728739,PRDM4"
11,32618063,3.46593,"CCDC73,EIF3M"
8,82225301,3.46541,FABP5
5,66900684,3.46541,LINC02242
5,23415019,3.46541,PRDM9
20,31600264,3.46541,"BPIFB2,BPIFB3,BPIFB4,BPIFB6,EFCAB8,SUN5"
18,58377432,3.46541,
1,90447900,3.46541,"GEMIN8P4,LRRC8D,ZNF326"
6,15834753,3.46192,
3,189020166,3.46192,"TPRG1,TPRG1-AS2"
2,5738202,3.46192,"LINC01248,SOX11"
2,202122956,3.46192,"ALS2CR12,CASP10,CASP8,CFLAR"
19,35009401,3.46192,"PDCD2L,SCGB1B2P,SCGB2B2,UBA2,WTIP,ZNF807"
12,96453396,3.46092,"AMDHD1,HAL,LTA4H"
8,95484025,3.45967,"FSBP,RAD54B,VIRMA"
4,164680214,3.45967,1-Mar
5,54540122,3.45202,"CCNO,CDC20B,DHX29,GPX8,MCIDAS,MIR449A,MIR449B,MIR449C,MTREX"
3,120833279,3.44926,"MIR5682,STXBP5L"
1,69114879,3.44813,
5,10179581,3.44766,"CCT5,CMBL,FAM173B"
1,62554734,3.44766,"MIR3116-1,MIR3116-2,PATJ"
19,17938187,3.44476,"B3GNT3,FCHO1,INSL3,JAK3,MAP1S,RPL18A,SLC5A5,SNORA68"
6,12100044,3.43907,"HIVEP1,LOC101928253"
8,22358693,3.43858,"C8orf58,PDLIM2,PPP3CC,SLC39A14,SORBS3"
8,131388642,3.43858,"ASAP1,ASAP1-IT1"
5,84633390,3.43858,
4,8352378,3.43858,"ACOX3,HTRA3,LINC02517,TRMT44"
3,21699986,3.43858,"ZNF385D,ZNF385D-AS1"
17,11479660,3.43858,"DNAH9,SHISA6"
14,81335992,3.43858,"CEP128,TSHR"
12,66159752,3.43858,"HMGA2,HMGA2-AS1,RPSAP52"
1,103728254,3.43811,
12,94132057,3.43664,"CRADD,LOC101928731"
11,105519706,3.43664,GRIA4
3,55510008,3.43623,"ERC2,WNT5A"
1,27083472,3.43447,"ARID1A,LOC101928728,PIGV,ZDHHC18"
6,63192365,3.43189,
9,101800106,3.42933,"COL15A1,TGFBR1"
18,70658666,3.42825,
15,91064910,3.42328,"CRTC3,CRTC3-AS1,IQGAP1"
10,1192082,3.42328,"ADARB2,IDI1,LINC00200,WDR37"
22,24400360,3.42199,"CABIN1,DDT,DDTL,GSTT1,GSTT1-AS1,GSTT2,GSTT2B,GSTT4,GSTTP2,LOC391322"
22,24399825,3.42199,"CABIN1,DDT,DDTL,GSTT1,GSTT1-AS1,GSTT2,GSTT2B,GSTT4,GSTTP2,LOC391322"
3,17751223,3.41976,"LOC105376975,TBC1D5"
5,34834926,3.41806,"BRIX1,DNAJC21,RAD1,RAI14,TTC23L"
3,13024612,3.41806,"IQSEC1,LINC02022"
17,4459821,3.41806,"ALOX15,GGT6,LINC01996,MYBBP1A,SMTNL2,SPNS2,SPNS3"
2,123191306,3.41511,
4,37148770,3.4144,"MIR4801,NWD2"
15,85188839,3.41057,"LINC00933,NMB,SCAND2P,SEC11A,UBE2Q2P1,WDR73,ZSCAN2"
11,75645950,3.40868,UVRAG
4,78045590,3.40671,"CCNG2,CCNI,SEPT11"
15,77175160,3.40671,"RCN2,SCAPER"
10,75819185,3.40655,"ADK,AP3M1,VCL"
22,35509680,3.40597,"ISX,LINC01399"
13,98923378,3.40346,"FARP1,MIR3170,RNF113B"
12,117735438,3.40293,NOS1
2,227767102,3.40035,RHBDD1
14,88724929,3.40035,KCNK10
3,101415988,3.39584,"CEP97,NXPE3,PDCL3P4,RPL24,ZBTB11,ZBTB11-AS1"
21,32311815,3.39486,"KRTAP11-1,KRTAP19-8"
15,93143797,3.39486,"C15orf32,FAM174B,LINC00930"
7,109650127,3.39456,EIF3IP1
3,16093310,3.39319,
6,94544360,3.3922,TSG1
12,54273723,3.3922,"HOTAIR,HOXC11,HOXC12,HOXC13,HOXC13-AS"
3,119672000,3.38461,GSK3B
19,35812000,3.38461,"CD22,FAM187B,FFAR1,FFAR3,GPR42,HAMP,LINC01531,LSR,MAG,MIR5196,USF2"
1,40581960,3.38461,"CAP1,PPT1,RLF"
3,95585028,3.38246,
17,46181673,3.38209,"CBX1,COPZ2,MIR1203,MIR152,NFE2L1,SKAP1,SNX11"
2,99735697,3.38012,"C2orf15,LIPT1,MITD1,MRPL30,TSGA10"
7,120267248,3.37968,KCND2
5,159428481,3.37968,"ADRA1B,PWWP2A,TTC1"
18,2536783,3.37968,"METTL4,NDC80"
10,92906870,3.37968,"LINC00502,NUDT9P1,PCGF5"
10,72875408,3.37968,UNC5B
2,103182687,3.3776,"SLC9A2,SLC9A4"
1,50591743,3.3776,ELAVL4
8,13713197,3.37714,
8,87688658,3.37632,CNGB3
18,47987334,3.37632,"MAPK4,SKA1"
13,55793774,3.37632,MIR5007
12,21886770,3.37632,"ABCC9,KCNJ8,LDHB"
1,227569196,3.37632,CDC42BPA
3,140798960,3.37614,SPSB4
9,131166307,3.37602,"CERCAM,COQ4,MIR1268A,MIR219A2,MIR219B,ODF2,SLC27A4,TRUB2,URM1"
20,43440553,3.37476,"CCN5,KCNK15,KCNK15-AS1,PABPC1L,RIMS4,YWHAB"
10,51801386,3.3741,"AGAP6,FAM21EP,TIMM23B,TIMM23B-AGAP6,WASHC2A"
7,48747135,3.37341,ABCA13
7,108490630,3.37341,C7orf66
5,60135121,3.37341,"ELOVL7,ERCC8"
5,172228050,3.37341,"DUSP1,ERGIC1,LOC101928093"
21,35412025,3.37341,"LINC00649,LOC101928126,MRPS6,SLC5A3"
21,20219151,3.37341,MIR548XHG
20,15655204,3.37341,MACROD2
2,240055785,3.37341,"HDAC4,MGC16025,MIR4440,MIR4441"
2,122370031,3.37341,"CLASP1,NIFK-AS1,RNU4ATAC"
17,64502762,3.37341,"PRKCA,PRKCA-AS1"
14,104622887,3.37341,"ASPG,C14orf144,KIF26A,LOC105370708,MIR203A,MIR203B"
13,23973108,3.37341,"LINC00327,SACS,SACS-AS1,SGCG"
12,93819486,3.37341,"LOC643339,MRPL42,NUDT4,NUDT4B,NUDT4P2,UBE2N"
12,41446441,3.37341,CNTN1
11,124203506,3.37341,"OR8B2,OR8B3,OR8B4,OR8D1,OR8D2,OR8G1,OR8G5"
10,99611736,3.37341,"CRTAC1,GOLGA7B,LINC00866,SFRP5,ZFYVE27"
8,83398339,3.37327,
8,122458543,3.37327,
7,53343961,3.37327,
5,125548047,3.37327,"LINC02039,LOC101927488"
4,98101564,3.37327,
4,43646679,3.37327,
3,33981440,3.37327,PDCD6IP
10,84975842,3.37327,
13,48499850,3.3653,"LINC00562,SUCLA2"
6,48052723,3.3637,PTCHD4
3,15997849,3.36213,"ANKRD28,MIR563"
16,29898714,3.36101,"ASPHD1,CDIPT,CDIPTOSP,KCTD13,KIF22,MAZ,MVP,PAGR1,PRRT2,SEZ6L2,TAOK2,TMEM219"
14,56225662,3.36033,"KTN1,LINC00520,RPL13AP3"
9,83807445,3.35865,
12,51564469,3.35865,"CSRNP2,DAZAP2,POU6F1,SMAGP,TFCP2"
18,70944077,3.3556,"LINC02582,LOC400655"
4,171499839,3.35271,
13,67844335,3.35271,PCDH9
7,94522049,3.3507,PPP1R9A
16,29400671,3.3507,"BOLA2,BOLA2-SMG1P6,BOLA2B,LOC388242,LOC606724,LOC613038,NPIPB11,NPIPB12,SLX1A,SLX1A-SULT1A3,SLX1B,SLX1B-SULT1A4,SMG1P6,SNX29P2,SULT1A3,SULT1A4"
7,22580751,3.35005,"LOC100506178,STEAP1B"
2,190240405,3.34781,WDR75
5,4867913,3.34628,LINC02114
12,80690351,3.34325,OTOGL
18,57455357,3.34161,CCBE1
1,92582428,3.34089,"BTBD8,EPHX4,KIAA1107,SETSIP"
7,45806118,3.34086,"ADCY1,LOC730234,SEPT7P2"
4,66918850,3.34086,
4,66784202,3.34086,
4,29734790,3.34086,
4,181020537,3.34086,
21,22225004,3.34086,LINC00320
2,46016215,3.34086,PRKCE
2,10973041,3.34086,"ATP6V1C2,KCNF1,LINC01954,PDIA6"
19,39255035,3.34086,"ACTN4,CAPN12,ECH1,HNRNPL,LGALS4,LGALS7,LGALS7B"
16,88231106,3.34086,"LINC02182,LOC400553"
13,101397162,3.34086,"NALCN-AS1,TMTC4"
12,125003052,3.34086,NCOR2
10,3890921,3.34086,"KLF6,LOC105376360,LOC105376365"
1,239966765,3.34086,"CHRM3,CHRM3-AS1,CHRM3-AS2"
6,99369769,3.34037,"FBXL4,PNKY,POU3F2"
6,39480259,3.34037,KIF6
2,52009785,3.34037,LOC730100
14,21534276,3.34037,"ARHGEF40,LOC101929718,METTL17,MIR6717,NDRG2,OR5AU1,RNASE13,RNASE7,RNASE8,SLC39A2,TMEM253,TPPP2,ZNF219"
13,107683848,3.34037,
5,115714614,3.33994,"COMMD10,LOC101927190,SEMA6A,SEMA6A-AS1"
12,42308012,3.33994,
1,219571218,3.33559,LYPLAL1-AS1
19,16881165,3.33526,"NWD1,SIN3B,TMEM38A"
15,58166067,3.33526,ALDH1A2
2,9087144,3.33523,MBOAT2
17,41466224,3.33523,"ARL4D,CCDC200,DHX8,LINC00910,MIR2117,MIR2117HG,TMEM106A"
1,51808178,3.33523,"EPS15,RNF11,TTC39A,TTC39A-AS1"
1,51748291,3.33523,"EPS15,LINC01562,RNF11,TTC39A,TTC39A-AS1"
7,49603201,3.33469,
21,48051186,3.33469,"DIP2A,PRMT2,S100B"
5,104124813,3.33366,
13,29451475,3.33366,MTUS2
12,8448592,3.33366,"FAM66C,FAM86FP,FAM90A1,LINC00937,LINC02449"
12,12560532,3.33366,"BORCS5,DUSP16,LOH12CR2,MANSC1"
1,51204034,3.33366,FAF1
1,51176639,3.33366,FAF1
4,100448261,3.33351,"ADH7,C4orf17,MTTP,TRMT10A"
20,56495058,3.33351,LINC01742
19,31097001,3.33351,ZNF536
10,114062781,3.33281,"ACSL5,GUCY2GP,MIR6715A,MIR6715B,TECTB"
1,67570358,3.33281,"C1orf141,IL23R,SLC35D1"
1,3320600,3.33281,"ARHGEF16,MEGF6,PRDM16"
5,63051050,3.33112,
4,59350719,3.33112,LINC02494
4,161832870,3.33112,
3,131018419,3.33112,"LOC339874,NEK11,NUDT16,NUDT16P1"
2,148569240,3.33112,ACVR2A
18,28104165,3.33112,
15,96345874,3.33112,
14,86786466,3.33112,
13,101400200,3.33112,"NALCN-AS1,TMTC4"
12,42717034,3.33112,"MIR7851,PPHLN1,YAF2,ZCRB1"
10,74400768,3.3299,"MCU,MICU1,MIR4676"
12,61455842,3.32902,
18,37261707,3.32886,"MIR5583-1,MIR5583-2,MIR924,MIR924HG"
8,53113038,3.32756,"LOC101929341,ST18"
7,73666625,3.32756,"CLIP2,EIF4H,LAT2,MIR590,RFC2"
4,25750806,3.32756,"SEL1L3,SLC34A2"
20,8001217,3.32756,"HAO1,TMX4"
20,7962072,3.32756,"HAO1,TMX4"
2,66624936,3.32756,"LINC01873,MEIS1,MEIS1-AS2,MEIS1-AS3,MIR4778"
19,52514068,3.32756,"ZNF350,ZNF350-AS1,ZNF432,ZNF613,ZNF614,ZNF615,ZNF841"
18,24144027,3.32756,"KCTD1,MIR8057"
17,42476854,3.32756,"FAM171A2,GPATCH8,GRN,ITGA2B,RUNDC3A,RUNDC3A-AS1,SLC25A39"
15,79561773,3.32756,"ANKRD34C,ANKRD34C-AS1,MIR184,TMED3"
13,60880604,3.32756,"LINC00434,TDRD3"
13,109079218,3.32756,
12,82993024,3.32756,TMTC2
12,53650090,3.32756,"AAAS,C12orf10,CSAD,ESPL1,ITGB7,MFSD5,PFDN5,RARG,SP7,ZNF740"
12,18183789,3.32756,RERGL
1,160437413,3.32756,"CD84,NHLH1,SLAMF6,VANGL2"
3,186884985,3.32679,"LOC101929106,MASP1,RPL39L,RTP1,ST6GAL1"
20,55312117,3.32673,TFAP2C
7,77056153,3.32417,"GSAP,LOC101927243"
5,125827921,3.3211,"ALDH7A1,GRAMD2B"
2,223821452,3.31842,"ACSL3,KCNE4"
2,138661089,3.31734,"HNMT,LOC101928273"
19,2613934,3.31352,"GNG7,MIR7850"
5,95773487,3.31311,"LOC101929710,PCSK1"
3,71641861,3.31277,"EIF4E3,FOXP1,MIR1284"
6,147402629,3.30978,"LUADT1,STXBP5-AS1"
21,19054955,3.30475,"BTG3,BTG3-AS1,C21orf91-OT1,CXADR"
10,54810058,3.30441,
20,57093474,3.3016,"APCDD1L,APCDD1L-DT,VAPB"
14,21114194,3.3016,"ANG,EDDM3A,LOC254028,OR6S1,RNASE11,RNASE12,RNASE4,RNASE9"
2,195223540,3.29702,LINC01821
5,118269754,3.29399,"DTWD2,LOC105379143,MIR1244-1,MIR1244-2,MIR1244-3,MIR1244-4"
3,105739551,3.29399,
21,16735676,3.29399,
13,82785456,3.29399,
21,36243108,3.29352,"LINC01426,RUNX1"
4,62486328,3.29123,ADGRL3
2,116648603,3.28648,DPP10
9,113297094,3.28315,SVEP1
17,10583287,3.28184,"ADPRM,MAGOH2P,MYH3,MYHAS,SCO1,TMEM220,TMEM220-AS1"
16,33580366,3.28107,ENPP7P13
6,64741716,3.2794,EYS
11,93350064,3.2794,"CEP295,SMCO4"
5,7875307,3.27892,"ADCY2,C5orf49,FASTKD3,MTRR"
8,63215615,3.27575,NKAIN3
6,100602041,3.27575,MCHR2-AS1
